-0.0019166508	-0.0175773	-0.06405158	0.12480924	-0.0076104025	0.044931293	-0.03467804	-0.036911257	0.06025473	-0.024577197	0.057252306	-0.0318525	-0.0032053299	0.054605078	0.0019576717	0.08637071
0.03543992	0.025601588	0.008224168	0.16968216	-0.0012767878	0.06972159	-0.014852586	-0.08039958	0.10253425	-0.011501197	0.08111643	-0.035247292	-0.023296725	0.034402687	-0.06825121	0.09164724
0.0030417303	0.019746345	0.04694921	0.1326455	0.06740351	0.05321094	-0.05386453	-0.06711129	0.119093254	-0.013345915	0.056789584	-0.04460394	-0.02789467	0.060250208	-0.04602407	0.13538128
0.04016714	0.015161771	0.012664405	0.18478748	-0.023107354	0.018118013	-0.04841536	-0.09692094	0.12918177	-0.022180472	0.030010125	-0.021033997	0.009802238	0.02641753	-0.03761968	0.11669428
0.036614288	0.030908214	-0.014692192	0.14198169	0.019816857	0.04335364	-0.042127125	-0.015917843	0.093080424	-0.094382524	0.056958932	-0.0007168837	-0.012964135	0.049967747	-0.03989174	-0.0026904582
0.05246636	-0.03088242	-0.035083886	0.008271492	-0.045210123	0.09457652	-0.023851821	-0.107495554	0.08727029	0.0052625393	0.028656555	-0.044498898	-0.028993879	0.06386594	-0.09559528	0.06896293
-0.03656906	-0.02317024	0.054235343	0.17747319	-0.026591968	0.035709094	-0.08935315	-0.12213503	0.073125765	0.0036641182	0.059949625	0.028287183	-0.039519098	0.023815071	-0.07540378	0.115132146
0.0015406145	0.006510893	0.009776359	0.1096339	-0.02197355	0.036164563	0.046628714	-0.09908976	0.11086644	0.016099086	0.06833354	-0.009658695	-0.02751577	0.040035672	-0.030609233	0.08215161
0.023244714	0.06614747	0.034907408	0.1468615	-0.014236609	0.07631209	-0.057845034	-0.04185984	0.15344976	-0.02545614	0.038464747	-0.047897846	-0.019120546	0.023946997	0.036866292	0.100110084
-0.005730846	0.018643392	0.043797947	0.06715482	-0.013224577	-0.032681033	-0.06445187	-0.068413705	0.083431505	0.008167488	0.10181337	-0.06882019	0.027565233	0.0006341019	-0.034644496	0.06374369
0.001706213	-0.03516506	-0.01230867	0.11254443	-0.013347634	0.024796225	-0.11713536	-0.00020774387	0.011300704	-0.034907766	0.099408016	-0.029013013	-0.001855181	0.11417291	-0.009165855	0.041400786
0.006298996	0.03835855	-0.013221708	0.16745299	0.009442232	0.056047376	-0.050416317	-0.07742496	0.054750174	-0.0031907596	0.08603644	-0.025752144	-0.058358252	0.06154936	0.029263407	0.05581419
0.016828813	-0.027062949	0.025075663	0.13462387	0.018418984	-0.0055428073	0.08524123	-0.01573969	0.09917077	-0.058625862	0.033341378	-0.038318835	0.02516477	-0.0084274905	-0.02561938	0.12742615
0.0049640457	0.030510178	0.020603824	0.1301455	-0.10044767	-0.006094577	-0.075509265	-0.05648296	0.11157424	-0.019212635	0.009806011	0.025546905	-0.040151875	0.07990816	0.050661627	0.035271347
-0.011759241	0.033796553	-0.0016204878	0.19803175	0.013634199	0.003384536	-0.02283394	-0.031366047	0.06638721	0.052344088	-0.015273828	-0.038270842	-0.015183806	-0.039490446	-0.040837903	0.1146002
-0.020119458	0.06908222	0.0070797354	0.13356508	-0.023084879	0.043550175	-0.050345104	0.01452894	0.024712142	-0.032330003	0.024168883	0.031674396	-0.0021610484	0.04377406	-0.026436163	0.063418776
0.00227733	0.0035635645	-0.028799726	0.11602746	-0.021043018	0.05971872	-0.006015657	-0.14042641	0.05823543	0.035492405	0.15064357	-0.01929053	0.0011556878	0.016459746	-0.0025341653	0.12759387
0.020038279	0.010349308	-0.05790258	0.058873255	-0.08724062	0.040998235	-0.0047710654	0.014146591	0.05346814	-0.0029918652	0.09144836	-0.024412788	0.06743735	0.0017912398	-0.027971698	0.106715955
